TransactionID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,PaymentMethod
T00815,2025-01-16 00:00:00,C094,P004,S005,1,0.05,Credit Card
T00816,2024-08-13 00:00:00,C194,P016,S005,2,0.15,Credit Card
T00817,2025-05-12 00:00:00,C046,P005,S005,5,0.05,Mobile Money
T00818,2024-11-08 00:00:00,C092,P001,S001,2,0.15,Credit Card
T00819,2025-08-24 00:00:00,C017,P025,S003,3,0.05,Cash
T00820,2025-03-01 00:00:00,C172,P046,S002,5,0.1,Mobile Money
T00821,2024-07-07 00:00:00,C121,P006,S004,1,0,Bank Transfer
T00822,2025-01-04 00:00:00,C027,P015,S005,3,0.1,Credit Card
T00823,2025-03-23 00:00:00,C097,P006,S004,3,0,Bank Transfer
T00824,2025-06-01 00:00:00,C097,P001,S002,5,0.15,Bank Transfer
T00825,2024-02-24 00:00:00,C089,P011,S004,4,0,Credit Card
T00826,2023-11-15 00:00:00,C113,P038,S002,2,0,Bank Transfer
T00827,2025-02-25 00:00:00,C055,P026,S002,2,0.05,Bank Transfer
T00828,2024-09-03 00:00:00,C155,P019,S001,2,0.15,Bank Transfer
T00829,2023-12-11 00:00:00,C185,P021,S001,4,0.15,Mobile Money
T00830,2024-03-19 00:00:00,C054,P008,S005,2,0.15,Cash
T00831,2023-11-07 00:00:00,C063,P005,S001,2,0.05,Credit Card
T00832,2025-04-26 00:00:00,C162,P049,S005,1,0.05,Cash
T00833,2024-10-16 00:00:00,C043,P038,S003,2,0.15,Cash
T00834,2025-07-06 00:00:00,C185,P010,S003,1,0.05,Mobile Money
T00835,2025-01-09 00:00:00,C156,P044,S004,4,0.05,Credit Card
T00836,2025-07-22 00:00:00,C106,P044,S005,2,0.05,Bank Transfer
T00837,2024-08-30 00:00:00,C043,P025,S003,4,0,Credit Card
T00838,2024-08-05 00:00:00,C097,P025,S004,2,0,Cash
T00839,2024-09-11 00:00:00,C052,P011,S005,5,0.15,Credit Card
T00840,2024-07-24 00:00:00,C156,P025,S001,2,0.15,Cash
T00841,2024-10-25 00:00:00,C137,P038,S005,1,0,Mobile Money
T00842,2025-08-16 00:00:00,C169,P010,S002,5,0,Mobile Money
T00843,2025-08-06 00:00:00,C134,P023,S004,3,0,Mobile Money
T00844,2023-10-04 00:00:00,C059,P005,S004,4,0.1,Cash
T00845,2024-08-17 00:00:00,C109,P033,S002,3,0.15,Credit Card
T00846,2024-08-11 00:00:00,C022,P036,S003,5,0.15,Bank Transfer
T00847,2024-09-16 00:00:00,C049,P022,S001,1,0,Cash
T00848,2024-05-01 00:00:00,C097,P002,S002,3,0.15,Bank Transfer
T00849,2025-05-30 00:00:00,C028,P005,S002,4,0.1,Bank Transfer
T00850,2025-08-03 00:00:00,C138,P045,S004,5,0.1,Bank Transfer
T00851,2024-07-16 00:00:00,C175,P040,S004,2,0.15,Mobile Money
T00852,2024-04-01 00:00:00,C046,P048,S003,5,0.15,Bank Transfer
T00853,2024-11-05 00:00:00,C079,P003,S005,3,0.15,Credit Card
T00854,2024-08-30 00:00:00,C169,P009,S001,2,0.15,Credit Card
T00855,2023-11-14 00:00:00,C026,P012,S002,5,0.15,Bank Transfer
T00856,2024-07-03 00:00:00,C141,P039,S005,1,0.05,Mobile Money
T00857,2025-01-03 00:00:00,C163,P022,S001,1,0.05,Mobile Money
T00858,2025-04-16 00:00:00,C154,P031,S004,1,0,Bank Transfer
T00859,2024-03-06 00:00:00,C057,P004,S003,1,0,Mobile Money
T00860,2024-08-23 00:00:00,C103,P013,S005,5,0.1,Cash
T00861,2025-07-24 00:00:00,C199,P043,S002,4,0.15,Cash
T00862,2024-10-28 00:00:00,C052,P003,S005,3,0.05,Cash
T00863,2025-03-29 00:00:00,C154,P045,S005,5,0.05,Credit Card
T00864,2024-02-12 00:00:00,C173,P005,S001,3,0.05,Cash
T00865,2023-11-19 00:00:00,C041,P037,S001,3,0.15,Bank Transfer
T00866,2025-04-11 00:00:00,C172,P002,S004,4,0.05,Cash
T00867,2024-06-01 00:00:00,C189,P043,S001,1,0.1,Bank Transfer
T00868,2024-09-09 00:00:00,C089,P025,S003,2,0.05,Mobile Money
T00869,2024-12-08 00:00:00,C104,P011,S005,1,0.1,Credit Card
T00870,2023-10-07 00:00:00,C105,P012,S005,1,0,Bank Transfer
T00871,2024-11-21 00:00:00,C088,P038,S001,5,0.1,Bank Transfer
T00872,2025-07-20 00:00:00,C178,P041,S004,4,0.15,Credit Card
T00873,2024-09-28 00:00:00,C194,P047,S003,4,0.15,Cash
T00874,2024-10-05 00:00:00,C124,P040,S001,3,0,Mobile Money
T00875,2024-11-30 00:00:00,C163,P022,S002,2,0.1,Mobile Money
T00876,2024-05-23 00:00:00,C091,P048,S005,5,0,Bank Transfer
T00877,2023-11-16 00:00:00,C064,P014,S003,1,0.15,Bank Transfer
T00878,2023-12-27 00:00:00,C020,P018,S005,2,0.15,Bank Transfer
T00879,2024-09-05 00:00:00,C091,P049,S002,5,0.1,Credit Card
T00880,2024-01-18 00:00:00,C192,P043,S002,4,0.05,Credit Card
T00881,2024-08-16 00:00:00,C189,P030,S002,3,0.05,Credit Card
T00882,2024-12-08 00:00:00,C052,P038,S002,5,0.1,Credit Card
T00883,2025-04-29 00:00:00,C200,P013,S001,1,0,Mobile Money
T00884,2025-05-03 00:00:00,C158,P044,S001,5,0,Mobile Money
T00885,2024-09-27 00:00:00,C096,P001,S005,3,0.15,Bank Transfer
T00886,2024-11-25 00:00:00,C126,P019,S002,5,0.1,Mobile Money
T00887,2025-06-17 00:00:00,C057,P006,S005,2,0,Mobile Money
T00888,2024-06-24 00:00:00,C123,P027,S005,1,0.1,Mobile Money
T00889,2025-08-05 00:00:00,C176,P025,S002,4,0,Mobile Money
T00890,2025-01-21 00:00:00,C081,P021,S001,1,0.05,Mobile Money
T00891,2025-02-17 00:00:00,C149,P017,S001,3,0.1,Bank Transfer
T00892,2025-07-11 00:00:00,C048,P023,S005,3,0.05,Bank Transfer
T00893,2023-11-01 00:00:00,C121,P023,S005,3,0.1,Credit Card
T00894,2024-07-17 00:00:00,C128,P049,S004,2,0.15,Bank Transfer
T00895,2024-11-11 00:00:00,C094,P039,S004,3,0.15,Credit Card
T00896,2025-06-13 00:00:00,C147,P015,S002,5,0.05,Cash
T00897,2024-02-17 00:00:00,C185,P020,S003,2,0.15,Mobile Money
T00898,2025-01-10 00:00:00,C051,P035,S002,2,0.15,Cash
T00899,2024-07-28 00:00:00,C046,P031,S004,4,0.05,Bank Transfer
T00900,2024-08-13 00:00:00,C125,P042,S003,3,0,Mobile Money
T00901,2024-11-30 00:00:00,C026,P018,S002,1,0.05,Bank Transfer
T00902,2024-02-20 00:00:00,C122,P005,S001,4,0.1,Bank Transfer
T00903,2024-08-03 00:00:00,C093,P027,S003,5,0.1,Bank Transfer
T00904,2024-08-10 00:00:00,C006,P018,S004,1,0.1,Credit Card
T00905,2025-04-28 00:00:00,C148,P001,S005,5,0.05,Bank Transfer
T00906,2025-07-13 00:00:00,C091,P032,S003,5,0.15,Mobile Money
T00907,2025-01-26 00:00:00,C021,P045,S004,5,0.1,Mobile Money
T00908,2023-11-08 00:00:00,C162,P038,S002,2,0.1,Mobile Money
T00909,2024-07-31 00:00:00,C162,P024,S005,5,0.15,Cash
T00910,2024-03-10 00:00:00,C021,P007,S002,3,0.05,Bank Transfer
T00911,2024-08-03 00:00:00,C082,P018,S003,3,0.15,Bank Transfer
T00912,2024-03-10 00:00:00,C114,P013,S003,5,0.15,Mobile Money
T00913,2025-03-17 00:00:00,C043,P001,S002,1,0.05,Credit Card
T00914,2025-03-10 00:00:00,C170,P008,S003,1,0.05,Credit Card
T00915,2024-02-28 00:00:00,C102,P013,S001,1,0,Mobile Money
T00916,2025-06-30 00:00:00,C141,P041,S001,1,0.15,Cash
T00917,2024-03-03 00:00:00,C027,P043,S003,5,0.05,Cash
T00918,2025-03-01 00:00:00,C168,P024,S004,3,0.05,Credit Card
T00919,2024-12-10 00:00:00,C189,P026,S003,4,0.05,Credit Card
T00920,2025-03-10 00:00:00,C135,P039,S002,1,0,Bank Transfer
T00921,2025-04-01 00:00:00,C084,P035,S004,4,0.1,Mobile Money
T00922,2025-02-23 00:00:00,C035,P024,S005,2,0.15,Mobile Money
T00923,2024-11-04 00:00:00,C135,P013,S005,3,0.1,Mobile Money
T00924,2024-12-13 00:00:00,C139,P011,S002,1,0.15,Bank Transfer
T00925,2025-01-22 00:00:00,C094,P027,S004,3,0.05,Bank Transfer
T00926,2024-11-10 00:00:00,C003,P001,S001,5,0.05,Bank Transfer
T00927,2025-02-16 00:00:00,C074,P016,S004,5,0,Mobile Money
T00928,2023-10-05 00:00:00,C194,P026,S004,3,0,Mobile Money
T00929,2024-07-20 00:00:00,C075,P001,S005,2,0,Bank Transfer
T00930,2025-08-03 00:00:00,C049,P005,S004,5,0.15,Mobile Money
T00931,2025-04-09 00:00:00,C064,P026,S002,4,0.15,Credit Card
T00932,2025-08-25 00:00:00,C068,P003,S001,4,0.05,Bank Transfer
T00933,2023-12-18 00:00:00,C073,P015,S005,3,0.15,Credit Card
T00934,2025-02-03 00:00:00,C018,P042,S002,2,0.1,Cash
T00935,2024-05-11 00:00:00,C164,P048,S004,5,0.15,Bank Transfer
T00936,2024-09-21 00:00:00,C180,P026,S005,4,0.05,Bank Transfer
T00937,2024-02-11 00:00:00,C005,P037,S002,1,0,Credit Card
T00938,2024-05-12 00:00:00,C027,P022,S003,3,0.05,Mobile Money
T00939,2025-04-17 00:00:00,C187,P033,S001,2,0,Credit Card
T00940,2024-07-18 00:00:00,C004,P016,S004,2,0.1,Mobile Money
T00941,2024-01-24 00:00:00,C080,P032,S004,3,0.15,Cash
T00942,2025-05-02 00:00:00,C085,P014,S001,2,0,Bank Transfer
T00943,2025-06-20 00:00:00,C199,P045,S004,1,0.15,Credit Card
T00944,2024-11-21 00:00:00,C050,P019,S003,4,0,Cash
T00945,2025-08-06 00:00:00,C197,P010,S002,4,0.15,Credit Card
T00946,2025-07-20 00:00:00,C189,P015,S001,2,0.15,Cash
T00947,2024-12-28 00:00:00,C134,P036,S002,4,0.15,Bank Transfer
T00948,2024-09-17 00:00:00,C083,P011,S002,1,0,Bank Transfer
T00949,2023-11-24 00:00:00,C124,P023,S003,2,0.1,Cash
T00950,2023-12-15 00:00:00,C171,P040,S002,1,0.05,Mobile Money
T00951,2025-07-18 00:00:00,C084,P025,S001,2,0.1,Cash
T00952,2024-07-30 00:00:00,C102,P039,S002,1,0,Mobile Money
T00953,2024-08-31 00:00:00,C177,P014,S005,2,0.1,Cash
T00954,2024-08-11 00:00:00,C064,P007,S002,4,0,Bank Transfer
T00955,2024-05-08 00:00:00,C195,P038,S001,1,0.1,Credit Card
T00956,2024-11-25 00:00:00,C180,P042,S005,1,0.05,Mobile Money
T00957,2024-08-26 00:00:00,C060,P017,S003,5,0.1,Mobile Money
T00958,2023-10-11 00:00:00,C188,P019,S002,1,0.15,Bank Transfer
T00959,2024-04-17 00:00:00,C186,P033,S002,3,0,Mobile Money
T00960,2025-07-18 00:00:00,C181,P020,S004,5,0.1,Mobile Money
T00961,2025-05-30 00:00:00,C049,P015,S005,2,0.1,Bank Transfer
T00962,2025-06-14 00:00:00,C188,P031,S004,3,0.05,Cash
T00963,2023-09-20 00:00:00,C136,P047,S002,4,0.1,Bank Transfer
T00964,2024-07-31 00:00:00,C139,P046,S003,4,0,Mobile Money
T00965,2025-03-23 00:00:00,C188,P030,S002,1,0.1,Credit Card
T00966,2024-02-02 00:00:00,C083,P003,S001,5,0.15,Credit Card
T00967,2024-09-07 00:00:00,C135,P022,S004,5,0.05,Bank Transfer
T00968,2025-01-20 00:00:00,C083,P031,S004,3,0,Cash
T00969,2024-01-05 00:00:00,C134,P011,S001,1,0.05,Credit Card
T00970,2024-11-03 00:00:00,C009,P042,S002,1,0.15,Credit Card
T00971,2025-07-18 00:00:00,C026,P016,S001,5,0.15,Mobile Money
T00972,2025-03-17 00:00:00,C135,P037,S005,5,0.1,Cash
T00973,2025-05-31 00:00:00,C094,P044,S002,5,0,Cash
T00974,2024-03-26 00:00:00,C054,P045,S004,1,0.15,Cash
T00975,2024-03-21 00:00:00,C093,P045,S005,4,0.1,Cash
T00976,2025-04-13 00:00:00,C158,P045,S003,5,0,Cash
T00977,2024-08-09 00:00:00,C078,P045,S001,2,0,Cash
T00978,2025-01-02 00:00:00,C186,P033,S002,5,0.15,Credit Card
T00979,2023-10-31 00:00:00,C050,P014,S005,2,0.05,Mobile Money
T00980,2024-12-12 00:00:00,C192,P001,S001,5,0.1,Mobile Money
T00981,2024-06-29 00:00:00,C180,P031,S004,1,0.05,Credit Card
T00982,2025-07-29 00:00:00,C141,P002,S004,5,0.1,Credit Card
T00983,2025-07-23 00:00:00,C137,P019,S005,4,0.1,Bank Transfer
T00984,2024-10-18 00:00:00,C141,P029,S003,3,0.15,Mobile Money
T00985,2024-07-04 00:00:00,C186,P026,S003,5,0.05,Credit Card
T00986,2024-08-21 00:00:00,C097,P024,S005,3,0.1,Mobile Money
T00987,2024-08-29 00:00:00,C115,P030,S004,1,0,Bank Transfer
T00988,2024-09-24 00:00:00,C153,P030,S001,5,0.05,Bank Transfer
T00989,2023-11-05 00:00:00,C002,P007,S003,2,0.05,Bank Transfer
T00990,2025-05-26 00:00:00,C006,P020,S003,5,0.05,Cash
T00991,2024-07-02 00:00:00,C010,P046,S004,3,0.05,Credit Card
T00992,2023-12-13 00:00:00,C068,P011,S003,5,0.05,Credit Card
T00993,2024-01-26 00:00:00,C066,P029,S003,1,0.15,Credit Card
T00994,2024-09-05 00:00:00,C188,P016,S001,3,0.15,Credit Card
T00995,2024-09-04 00:00:00,C125,P021,S005,1,0.1,Cash
T00996,2024-08-29 00:00:00,C188,P032,S005,4,0,Cash
T00997,2024-05-24 00:00:00,C198,P050,S003,3,0.15,Mobile Money
T00998,2024-10-31 00:00:00,C031,P014,S002,5,0,Mobile Money
T00999,2024-01-12 00:00:00,C014,P024,S003,5,0,Bank Transfer
T01000,2025-08-12 00:00:00,C139,P037,S005,2,0.1,Credit Card
T01001,2024-12-28 00:00:00,C040,P047,S001,4,0.15,Cash
T01002,2024-11-28 00:00:00,C057,P015,S004,3,0.15,Credit Card
T01003,2024-02-23 00:00:00,C034,P030,S003,1,0.15,Cash
T01004,2024-12-08 00:00:00,C141,P019,S004,3,0,Mobile Money
T01005,2024-05-30 00:00:00,C129,P014,S004,2,0.05,Mobile Money
T01006,2024-12-11 00:00:00,C144,P002,S002,4,0.15,Credit Card
T01007,2024-03-19 00:00:00,C144,P018,S005,5,0.05,Credit Card
T01008,2025-06-10 00:00:00,C019,P014,S003,4,0.1,Cash
T01009,2023-11-01 00:00:00,C029,P047,S004,4,0.1,Bank Transfer
T01010,2024-05-09 00:00:00,C049,P036,S003,3,0,Bank Transfer
T01011,2024-04-21 00:00:00,C044,P001,S003,5,0.15,Credit Card
T01012,2024-02-21 00:00:00,C113,P028,S001,2,0.05,Bank Transfer
T01013,2024-02-19 00:00:00,C040,P020,S001,1,0,Credit Card
T01014,2025-05-13 00:00:00,C159,P008,S002,3,0,Bank Transfer
T01015,2025-06-20 00:00:00,C178,P005,S001,3,0.15,Mobile Money
T01016,2024-07-07 00:00:00,C006,P026,S003,2,0.05,Credit Card
T01017,2023-11-13 00:00:00,C140,P046,S005,3,0.15,Credit Card
T01018,2024-06-08 00:00:00,C178,P032,S001,4,0,Bank Transfer
T01019,2024-06-27 00:00:00,C044,P039,S001,3,0.05,Bank Transfer
T01020,2025-08-21 00:00:00,C014,P010,S004,1,0,Mobile Money
T01021,2024-02-11 00:00:00,C170,P006,S003,3,0,Cash
T01022,2024-03-08 00:00:00,C075,P026,S004,2,0.15,Cash
T01023,2024-07-10 00:00:00,C081,P001,S004,5,0,Credit Card
T01024,2024-12-04 00:00:00,C051,P039,S005,4,0,Cash
T01025,2023-12-27 00:00:00,C064,P023,S005,3,0.1,Mobile Money
T01026,2023-09-26 00:00:00,C101,P044,S002,1,0.1,Bank Transfer
T01027,2024-10-31 00:00:00,C091,P040,S003,2,0.1,Cash
T01028,2025-03-10 00:00:00,C161,P002,S003,4,0,Bank Transfer
T01029,2024-02-20 00:00:00,C058,P031,S002,3,0.15,Credit Card
T01030,2023-12-10 00:00:00,C023,P001,S004,5,0.05,Mobile Money
T01031,2024-03-27 00:00:00,C062,P037,S005,2,0.15,Bank Transfer
T01032,2024-06-10 00:00:00,C155,P019,S003,4,0.05,Credit Card
T01033,2025-01-14 00:00:00,C168,P027,S002,5,0.05,Credit Card
T01034,2023-10-12 00:00:00,C080,P010,S005,2,0.15,Credit Card
T01035,2025-02-06 00:00:00,C168,P023,S005,2,0.1,Cash
T01036,2024-08-04 00:00:00,C143,P002,S005,1,0.05,Bank Transfer
T01037,2024-10-23 00:00:00,C038,P050,S001,3,0.15,Mobile Money
T01038,2024-01-08 00:00:00,C078,P019,S004,3,0.05,Credit Card
T01039,2025-06-13 00:00:00,C028,P030,S002,2,0,Bank Transfer
T01040,2024-03-26 00:00:00,C156,P044,S005,5,0.05,Credit Card
T01041,2025-05-22 00:00:00,C060,P002,S001,3,0,Mobile Money
T01042,2024-10-19 00:00:00,C035,P001,S005,5,0.15,Bank Transfer
T01043,2024-05-01 00:00:00,C048,P001,S004,4,0.15,Credit Card
T01044,2024-07-12 00:00:00,C042,P028,S002,2,0,Mobile Money
T01045,2024-11-04 00:00:00,C196,P049,S001,3,0.15,Credit Card
T01046,2025-03-03 00:00:00,C191,P019,S002,2,0,Credit Card
T01047,2023-09-15 00:00:00,C113,P036,S005,4,0.1,Mobile Money
T01048,2024-01-17 00:00:00,C064,P024,S004,4,0,Mobile Money
T01049,2023-12-22 00:00:00,C185,P020,S003,4,0,Cash
T01050,2024-06-11 00:00:00,C116,P048,S004,1,0.05,Mobile Money
T01051,2024-08-26 00:00:00,C189,P016,S001,5,0.15,Cash
T01052,2024-12-17 00:00:00,C049,P032,S003,4,0.15,Bank Transfer
T01053,2024-06-05 00:00:00,C199,P049,S003,4,0.05,Mobile Money
T01054,2025-02-22 00:00:00,C076,P012,S005,1,0.05,Mobile Money
T01055,2023-11-28 00:00:00,C166,P013,S004,1,0,Credit Card
T01056,2023-12-15 00:00:00,C200,P014,S005,5,0.05,Mobile Money
T01057,2023-12-25 00:00:00,C106,P002,S003,4,0,Credit Card
T01058,2024-03-12 00:00:00,C117,P042,S005,2,0.15,Cash
T01059,2025-07-22 00:00:00,C065,P015,S003,2,0,Cash
T01060,2025-01-08 00:00:00,C030,P034,S004,3,0,Mobile Money
T01061,2024-09-28 00:00:00,C187,P038,S005,5,0.05,Mobile Money
T01062,2024-04-06 00:00:00,C141,P033,S004,1,0.05,Bank Transfer
T01063,2024-05-31 00:00:00,C145,P045,S002,2,0.05,Credit Card
T01064,2023-11-26 00:00:00,C197,P040,S001,4,0.1,Bank Transfer
T01065,2024-06-18 00:00:00,C187,P048,S004,3,0.05,Cash
T01066,2025-03-08 00:00:00,C034,P037,S002,1,0.1,Cash
T01067,2025-01-03 00:00:00,C118,P013,S004,4,0,Mobile Money
T01068,2024-10-29 00:00:00,C061,P049,S002,5,0.15,Mobile Money
T01069,2024-11-27 00:00:00,C105,P022,S004,1,0,Credit Card
T01070,2024-07-05 00:00:00,C141,P003,S003,5,0.05,Cash
T01071,2025-03-06 00:00:00,C048,P039,S002,1,0.1,Cash
T01072,2024-02-26 00:00:00,C038,P013,S001,5,0.1,Bank Transfer
T01073,2025-02-20 00:00:00,C023,P041,S001,1,0.15,Credit Card
T01074,2024-07-07 00:00:00,C042,P045,S003,5,0.05,Mobile Money
T01075,2025-01-28 00:00:00,C192,P006,S005,3,0,Cash
T01076,2025-06-28 00:00:00,C197,P028,S003,3,0.1,Mobile Money
T01077,2025-05-23 00:00:00,C018,P017,S004,5,0,Bank Transfer
T01078,2024-12-24 00:00:00,C121,P009,S002,1,0.1,Bank Transfer
T01079,2024-12-24 00:00:00,C135,P047,S004,5,0.05,Credit Card
T01080,2024-09-05 00:00:00,C157,P004,S001,1,0,Mobile Money
T01081,2023-12-26 00:00:00,C186,P002,S005,3,0.15,Bank Transfer
T01082,2023-12-10 00:00:00,C067,P019,S005,5,0.1,Credit Card
T01083,2024-04-17 00:00:00,C158,P025,S005,4,0.15,Mobile Money
T01084,2025-03-29 00:00:00,C047,P009,S005,2,0.1,Credit Card
T01085,2024-11-25 00:00:00,C001,P015,S001,1,0.15,Cash
T01086,2025-04-04 00:00:00,C189,P038,S002,5,0.15,Mobile Money
T01087,2025-01-06 00:00:00,C012,P046,S003,3,0.05,Cash
T01088,2024-03-02 00:00:00,C164,P005,S002,3,0.1,Cash
T01089,2024-04-03 00:00:00,C079,P026,S003,5,0.1,Cash
T01090,2024-03-20 00:00:00,C030,P009,S003,3,0.15,Cash
T01091,2025-01-23 00:00:00,C045,P040,S002,3,0.1,Mobile Money
T01092,2025-07-12 00:00:00,C122,P041,S001,2,0.15,Credit Card
T01093,2024-07-29 00:00:00,C161,P033,S004,5,0.1,Mobile Money
T01094,2024-05-29 00:00:00,C106,P020,S001,5,0.1,Bank Transfer
T01095,2025-06-14 00:00:00,C143,P034,S005,1,0.05,Bank Transfer
T01096,2025-03-30 00:00:00,C091,P031,S001,2,0.1,Cash
T01097,2024-09-15 00:00:00,C087,P002,S004,5,0.05,Mobile Money
T01098,2024-11-12 00:00:00,C048,P023,S005,1,0.1,Bank Transfer
T01099,2025-07-06 00:00:00,C182,P012,S001,3,0.15,Cash
T01100,2024-11-19 00:00:00,C128,P035,S002,3,0.15,Bank Transfer
T01101,2025-04-30 00:00:00,C056,P017,S005,3,0.05,Cash
T01102,2025-06-27 00:00:00,C096,P034,S001,2,0,Mobile Money
T01103,2025-06-07 00:00:00,C130,P018,S001,4,0.05,Credit Card
T01104,2024-01-09 00:00:00,C088,P013,S004,5,0.1,Bank Transfer
T01105,2025-05-02 00:00:00,C037,P011,S001,5,0.05,Credit Card
T01106,2024-04-06 00:00:00,C186,P027,S001,4,0.15,Cash
T01107,2025-05-31 00:00:00,C002,P009,S003,1,0,Bank Transfer
T01108,2025-08-19 00:00:00,C120,P016,S001,1,0.1,Cash
T01109,2025-05-08 00:00:00,C148,P004,S003,2,0.1,Credit Card
T01110,2024-02-08 00:00:00,C050,P006,S003,3,0.1,Mobile Money
T01111,2024-08-29 00:00:00,C172,P021,S001,3,0.05,Credit Card
T01112,2025-01-13 00:00:00,C071,P045,S001,1,0,Credit Card
T01113,2023-11-25 00:00:00,C139,P025,S003,5,0.1,Bank Transfer
T01114,2025-05-11 00:00:00,C037,P029,S003,5,0.05,Credit Card
T01115,2023-12-28 00:00:00,C019,P042,S003,5,0.1,Mobile Money
T01116,2023-10-13 00:00:00,C013,P020,S002,1,0.15,Cash
T01117,2023-12-23 00:00:00,C028,P012,S004,1,0,Mobile Money
T01118,2024-07-14 00:00:00,C101,P002,S002,5,0.15,Bank Transfer
T01119,2024-04-26 00:00:00,C080,P022,S003,2,0,Mobile Money
T01120,2025-06-09 00:00:00,C146,P021,S002,1,0.15,Cash
T01121,2023-11-04 00:00:00,C117,P026,S003,4,0.15,Credit Card
T01122,2024-06-29 00:00:00,C058,P040,S002,5,0.1,Bank Transfer
T01123,2025-07-24 00:00:00,C101,P021,S002,3,0.1,Mobile Money
T01124,2024-10-16 00:00:00,C125,P021,S001,1,0.15,Cash
T01125,2025-03-19 00:00:00,C090,P032,S004,4,0.05,Bank Transfer
T01126,2025-03-01 00:00:00,C197,P035,S003,5,0.05,Cash
T01127,2025-06-27 00:00:00,C104,P026,S001,3,0,Bank Transfer
T01128,2023-11-21 00:00:00,C137,P031,S004,4,0.15,Credit Card
T01129,2024-01-29 00:00:00,C159,P036,S002,5,0.05,Mobile Money
T01130,2024-02-26 00:00:00,C099,P012,S001,3,0.05,Mobile Money
T01131,2023-12-13 00:00:00,C112,P006,S005,3,0.05,Credit Card
T01132,2023-10-02 00:00:00,C170,P024,S001,5,0.15,Cash
T01133,2024-09-21 00:00:00,C152,P013,S005,4,0.1,Cash
T01134,2025-01-14 00:00:00,C114,P017,S002,3,0.15,Cash
T01135,2025-01-06 00:00:00,C154,P023,S001,5,0.15,Bank Transfer
T01136,2025-03-13 00:00:00,C127,P037,S001,1,0.05,Credit Card
T01137,2025-08-13 00:00:00,C149,P034,S001,2,0.05,Mobile Money
T01138,2024-07-12 00:00:00,C137,P042,S003,4,0.15,Credit Card
T01139,2025-05-16 00:00:00,C053,P047,S003,3,0.1,Mobile Money
T01140,2025-08-14 00:00:00,C184,P017,S003,1,0,Mobile Money
T01141,2025-02-13 00:00:00,C033,P019,S003,1,0.1,Cash
T01142,2024-03-01 00:00:00,C001,P046,S005,3,0,Bank Transfer
T01143,2025-02-05 00:00:00,C008,P023,S002,4,0.15,Bank Transfer
T01144,2024-04-12 00:00:00,C183,P021,S004,4,0.15,Mobile Money
T01145,2025-08-01 00:00:00,C140,P020,S002,2,0.15,Credit Card
T01146,2024-09-09 00:00:00,C049,P042,S005,4,0.1,Mobile Money
T01147,2023-12-02 00:00:00,C040,P041,S003,2,0.05,Cash
T01148,2024-09-29 00:00:00,C019,P002,S001,2,0.15,Mobile Money
T01149,2025-07-20 00:00:00,C035,P034,S001,2,0.15,Mobile Money
T01150,2024-04-20 00:00:00,C179,P029,S005,4,0.05,Mobile Money
T01151,2024-11-01 00:00:00,C131,P029,S004,5,0.15,Mobile Money
T01152,2024-02-01 00:00:00,C091,P009,S002,2,0.15,Cash
T01153,2023-12-23 00:00:00,C148,P046,S004,2,0.1,Mobile Money
T01154,2024-12-25 00:00:00,C140,P031,S005,3,0,Cash
T01155,2025-05-15 00:00:00,C146,P045,S004,3,0,Mobile Money
T01156,2024-01-28 00:00:00,C177,P038,S001,2,0.1,Mobile Money
T01157,2024-10-13 00:00:00,C133,P034,S001,5,0,Credit Card
T01158,2025-05-26 00:00:00,C121,P031,S001,5,0.1,Cash
T01159,2024-11-07 00:00:00,C088,P011,S005,1,0.15,Mobile Money
T01160,2025-01-26 00:00:00,C132,P045,S004,5,0.1,Mobile Money
T01161,2025-08-24 00:00:00,C091,P009,S003,3,0.05,Cash
T01162,2024-10-02 00:00:00,C178,P041,S005,3,0.1,Cash
T01163,2023-10-07 00:00:00,C162,P033,S004,5,0.05,Cash
T01164,2023-12-27 00:00:00,C169,P033,S003,5,0,Bank Transfer
T01165,2025-03-07 00:00:00,C125,P023,S001,2,0,Bank Transfer
T01166,2025-03-27 00:00:00,C065,P003,S002,5,0.1,Bank Transfer
T01167,2025-07-03 00:00:00,C066,P002,S001,1,0.05,Credit Card
T01168,2023-12-23 00:00:00,C169,P042,S004,3,0.05,Bank Transfer
T01169,2025-01-13 00:00:00,C180,P016,S002,4,0.05,Cash
T01170,2025-05-02 00:00:00,C088,P050,S001,2,0.05,Mobile Money
T01171,2024-09-05 00:00:00,C193,P004,S004,4,0.05,Mobile Money
T01172,2025-06-22 00:00:00,C186,P045,S002,2,0.1,Cash
T01173,2025-05-29 00:00:00,C165,P031,S003,1,0,Credit Card
T01174,2024-04-14 00:00:00,C119,P041,S004,4,0.1,Mobile Money
T01175,2024-10-02 00:00:00,C192,P034,S005,2,0.15,Mobile Money
T01176,2025-08-15 00:00:00,C122,P036,S003,2,0.15,Cash
T01177,2023-10-21 00:00:00,C074,P021,S004,4,0.1,Cash
T01178,2024-04-17 00:00:00,C025,P011,S005,3,0.15,Bank Transfer
T01179,2025-01-12 00:00:00,C086,P026,S003,3,0,Bank Transfer
T01180,2023-11-23 00:00:00,C168,P028,S005,4,0.15,Credit Card
T01181,2023-12-17 00:00:00,C188,P001,S005,2,0.1,Credit Card
T01182,2025-07-10 00:00:00,C081,P026,S005,1,0,Cash
